340,13	199,00
340,51	203,00
340,89	204,00
341,27	203,00
341,65	208,00
342,03	203,00
342,40	205,00
342,78	206,00
343,16	208,00
343,54	207,00
343,92	207,00
344,30	201,00
344,67	209,00
345,05	214,00
345,43	206,00
345,81	206,00
346,19	209,00
346,56	209,00
346,94	205,00
347,32	211,00
347,70	208,00
348,08	208,00
348,45	209,00
348,83	205,00
349,21	205,00
349,59	208,00
349,96	208,00
350,34	207,00
350,72	208,00
351,10	210,00
351,48	213,00
351,85	209,00
352,23	206,00
352,61	207,00
352,98	209,00
353,36	210,00
353,74	213,00
354,12	213,00
354,49	210,00
354,87	213,00
355,25	209,00
355,63	206,00
356,00	215,00
356,38	208,00
356,76	215,00
357,13	213,00
357,51	212,00
357,89	209,00
358,26	208,00
358,64	209,00
359,02	206,00
359,40	210,00
359,77	212,00
360,15	207,00
360,53	211,00
360,90	205,00
361,28	212,00
361,65	209,00
362,03	212,00
362,41	210,00
362,78	209,00
363,16	207,00
363,54	210,00
363,91	210,00
364,29	211,00
364,67	209,00
365,04	213,00
365,42	215,00
365,79	209,00
366,17	211,00
366,55	211,00
366,92	210,00
367,30	211,00
367,67	212,00
368,05	207,00
368,43	211,00
368,80	209,00
369,18	215,00
369,55	213,00
369,93	210,00
370,31	210,00
370,68	213,00
371,06	214,00
371,43	210,00
371,81	213,00
372,18	209,00
372,56	210,00
372,93	210,00
373,31	206,00
373,68	208,00
374,06	210,00
374,44	211,00
374,81	212,00
375,19	212,00
375,56	213,00
375,94	210,00
376,31	216,00
376,69	213,00
377,06	212,00
377,44	210,00
377,81	210,00
378,19	209,00
378,56	210,00
378,94	211,00
379,31	211,00
379,68	212,00
380,06	216,00
380,43	212,00
380,81	210,00
381,18	211,00
381,56	210,00
381,93	206,00
382,31	209,00
382,68	214,00
383,06	212,00
383,43	209,00
383,80	216,00
384,18	210,00
384,55	209,00
384,93	211,00
385,30	211,00
385,68	212,00
386,05	211,00
386,42	205,00
386,80	213,00
387,17	209,00
387,55	215,00
387,92	209,00
388,29	217,00
388,67	206,00
389,04	213,00
389,42	212,00
389,79	212,00
390,16	211,00
390,54	211,00
390,91	208,00
391,28	213,00
391,66	211,00
392,03	212,00
392,40	209,00
392,78	214,00
393,15	212,00
393,52	209,00
393,90	218,00
394,27	211,00
394,64	213,00
395,02	216,00
395,39	211,00
395,76	211,00
396,14	211,00
396,51	216,00
396,88	211,00
397,26	214,00
397,63	213,00
398,00	206,00
398,37	213,00
398,75	212,00
399,12	215,00
399,49	211,00
399,86	210,00
400,24	210,00
400,61	212,00
400,98	217,00
401,36	215,00
401,73	210,00
402,10	209,00
402,47	214,00
402,85	213,00
403,22	210,00
403,59	214,00
403,96	211,00
404,33	210,00
404,71	206,00
405,08	212,00
405,45	213,00
405,82	211,00
406,19	212,00
406,57	210,00
406,94	212,00
407,31	214,00
407,68	213,00
408,05	208,00
408,43	212,00
408,80	212,00
409,17	210,00
409,54	212,00
409,91	212,00
410,28	212,00
410,66	211,00
411,03	208,00
411,40	213,00
411,77	208,00
412,14	212,00
412,51	213,00
412,88	213,00
413,26	211,00
413,63	214,00
414,00	210,00
414,37	214,00
414,74	208,00
415,11	214,00
415,48	210,00
415,85	216,00
416,23	212,00
416,60	213,00
416,97	213,00
417,34	209,00
417,71	211,00
418,08	213,00
418,45	212,00
418,82	213,00
419,19	211,00
419,56	210,00
419,93	212,00
420,30	214,00
420,67	212,00
421,04	208,00
421,42	213,00
421,79	208,00
422,16	211,00
422,53	211,00
422,90	211,00
423,27	213,00
423,64	211,00
424,01	215,00
424,38	213,00
424,75	212,00
425,12	215,00
425,49	210,00
425,86	213,00
426,23	218,00
426,60	212,00
426,97	219,00
427,34	215,00
427,71	212,00
428,08	213,00
428,45	211,00
428,82	211,00
429,19	212,00
429,56	211,00
429,92	218,00
430,29	210,00
430,66	210,00
431,03	216,00
431,40	215,00
431,77	211,00
432,14	213,00
432,51	213,00
432,88	212,00
433,25	214,00
433,62	211,00
433,99	210,00
434,36	210,00
434,73	214,00
435,09	216,00
435,46	210,00
435,83	213,00
436,20	212,00
436,57	213,00
436,94	212,00
437,31	205,00
437,68	212,00
438,05	212,00
438,41	214,00
438,78	214,00
439,15	214,00
439,52	212,00
439,89	215,00
440,26	215,00
440,62	208,00
440,99	214,00
441,36	215,00
441,73	213,00
442,10	210,00
442,47	209,00
442,83	217,00
443,20	211,00
443,57	210,00
443,94	215,00
444,31	208,00
444,67	212,00
445,04	213,00
445,41	210,00
445,78	210,00
446,15	214,00
446,51	211,00
446,88	211,00
447,25	213,00
447,62	212,00
447,98	208,00
448,35	208,00
448,72	210,00
449,09	208,00
449,46	213,00
449,82	214,00
450,19	212,00
450,56	218,00
450,92	212,00
451,29	211,00
451,66	212,00
452,03	212,00
452,39	213,00
452,76	219,00
453,13	212,00
453,49	215,00
453,86	211,00
454,23	212,00
454,60	206,00
454,96	215,00
455,33	212,00
455,70	214,00
456,06	217,00
456,43	215,00
456,80	214,00
457,16	213,00
457,53	211,00
457,90	214,00
458,26	210,00
458,63	210,00
459,00	214,00
459,36	219,00
459,73	217,00
460,09	213,00
460,46	212,00
460,83	207,00
461,19	214,00
461,56	213,00
461,93	212,00
462,29	215,00
462,66	216,00
463,02	212,00
463,39	218,00
463,76	212,00
464,12	208,00
464,49	210,00
464,85	214,00
465,22	212,00
465,58	211,00
465,95	211,00
466,32	207,00
466,68	212,00
467,05	212,00
467,41	214,00
467,78	210,00
468,14	207,00
468,51	210,00
468,87	216,00
469,24	210,00
469,60	215,00
469,97	210,00
470,33	215,00
470,70	211,00
471,06	213,00
471,43	212,00
471,79	215,00
472,16	211,00
472,52	211,00
472,89	211,00
473,25	215,00
473,62	208,00
473,98	215,00
474,35	217,00
474,71	214,00
475,08	215,00
475,44	210,00
475,81	212,00
476,17	212,00
476,54	214,00
476,90	212,00
477,27	214,00
477,63	210,00
477,99	209,00
478,36	213,00
478,72	213,00
479,09	214,00
479,45	210,00
479,82	217,00
480,18	212,00
480,54	211,00
480,91	215,00
481,27	215,00
481,64	218,00
482,00	209,00
482,36	213,00
482,73	214,00
483,09	210,00
483,45	212,00
483,82	213,00
484,18	213,00
484,55	214,00
484,91	209,00
485,27	220,00
485,64	209,00
486,00	215,00
486,36	211,00
486,73	212,00
487,09	216,00
487,45	215,00
487,82	208,00
488,18	214,00
488,54	213,00
488,91	213,00
489,27	216,00
489,63	214,00
489,99	212,00
490,36	217,00
490,72	212,00
491,08	216,00
491,45	214,00
491,81	215,00
492,17	215,00
492,53	214,00
492,90	215,00
493,26	217,00
493,62	215,00
493,98	217,00
494,35	214,00
494,71	213,00
495,07	215,00
495,43	215,00
495,80	211,00
496,16	221,00
496,52	218,00
496,88	222,00
497,25	213,00
497,61	216,00
497,97	215,00
498,33	213,00
498,69	212,00
499,06	214,00
499,42	214,00
499,78	216,00
500,14	216,00
500,50	213,00
500,86	218,00
501,23	225,00
501,59	218,00
501,95	216,00
502,31	217,00
502,67	216,00
503,03	222,00
503,40	213,00
503,76	225,00
504,12	226,00
504,48	225,00
504,84	219,00
505,20	221,00
505,56	228,00
505,93	222,00
506,29	225,00
506,65	231,00
507,01	231,00
507,37	234,00
507,73	241,00
508,09	238,00
508,45	240,00
508,81	247,00
509,17	254,00
509,53	250,00
509,90	253,00
510,26	263,00
510,62	272,00
510,98	278,00
511,34	280,00
511,70	292,00
512,06	298,00
512,42	307,00
512,78	322,00
513,14	333,00
513,50	350,00
513,86	360,00
514,22	373,00
514,58	394,00
514,94	406,00
515,30	432,00
515,66	452,00
516,02	465,00
516,38	495,00
516,74	517,00
517,10	535,00
517,46	563,00
517,82	606,00
518,18	629,00
518,54	661,00
518,90	698,00
519,26	718,00
519,62	736,00
519,98	767,00
520,34	792,00
520,70	831,00
521,06	870,00
521,42	902,00
521,78	921,00
522,14	955,00
522,49	975,00
522,85	1021,00
523,21	1038,00
523,57	1055,00
523,93	1089,00
524,29	1115,00
524,65	1131,00
525,01	1168,00
525,37	1173,00
525,73	1203,00
526,08	1221,00
526,44	1232,00
526,80	1242,00
527,16	1262,00
527,52	1268,00
527,88	1272,00
528,24	1272,00
528,60	1258,00
528,95	1267,00
529,31	1262,00
529,67	1283,00
530,03	1280,00
530,39	1277,00
530,75	1271,00
531,10	1247,00
531,46	1241,00
531,82	1214,00
532,18	1216,00
532,54	1188,00
532,89	1181,00
533,25	1161,00
533,61	1163,00
533,97	1151,00
534,33	1151,00
534,68	1159,00
535,04	1134,00
535,40	1116,00
535,76	1123,00
536,12	1120,00
536,47	1126,00
536,83	1118,00
537,19	1146,00
537,55	1144,00
537,90	1137,00
538,26	1177,00
538,62	1198,00
538,98	1207,00
539,33	1275,00
539,69	1304,00
540,05	1344,00
540,40	1376,00
540,76	1413,00
541,12	1483,00
541,48	1482,00
541,83	1539,00
542,19	1609,00
542,55	1640,00
542,90	1689,00
543,26	1750,00
543,62	1815,00
543,97	1852,00
544,33	1909,00
544,69	1975,00
545,04	2022,00
545,40	2065,00
545,76	2093,00
546,11	2137,00
546,47	2149,00
546,83	2176,00
547,18	2247,00
547,54	2265,00
547,89	2338,00
548,25	2353,00
548,61	2423,00
548,96	2469,00
549,32	2458,00
549,68	2487,00
550,03	2508,00
550,39	2531,00
550,74	2558,00
551,10	2572,00
551,45	2565,00
551,81	2561,00
552,17	2633,00
552,52	2619,00
552,88	2647,00
553,23	2699,00
553,59	2655,00
553,94	2686,00
554,30	2646,00
554,66	2642,00
555,01	2665,00
555,37	2611,00
555,72	2616,00
556,08	2641,00
556,43	2622,00
556,79	2665,00
557,14	2631,00
557,50	2658,00
557,85	2644,00
558,21	2669,00
558,56	2685,00
558,92	2685,00
559,27	2690,00
559,63	2689,00
559,98	2653,00
560,34	2656,00
560,69	2682,00
561,05	2664,00
561,40	2665,00
561,76	2678,00
562,11	2638,00
562,46	2641,00
562,82	2670,00
563,17	2654,00
563,53	2684,00
563,88	2674,00
564,24	2697,00
564,59	2687,00
564,95	2729,00
565,30	2731,00
565,65	2747,00
566,01	2746,00
566,36	2753,00
566,72	2779,00
567,07	2797,00
567,42	2803,00
567,78	2801,00
